Date,Price,Open,High,Low,Vol,Change %
May 16 2019,"2,663.45","2,663.45","2,663.45","2,663.45",0
May 15 2019,"2,682.30","2,682.30","2,682.30","2,682.30",0
May 14 2019,"2,695.62","2,695.62","2,695.62","2,695.62",0
May 13 2019,"2,731.57","2,731.57","2,731.57","2,731.57",0
May 10 2019,"2,757.04","2,757.04","2,757.04","2,757.04",0
May 09 2019,"2,782.61","2,782.61","2,782.61","2,782.61",0
May 08 2019,"2,786.00","2,786.00","2,786.00","2,786.00",0
May 07 2019,"2,790.98","2,790.98","2,790.98","2,790.98",0
May 06 2019,"2,783.01","2,783.01","2,783.01","2,783.01",0
May 03 2019,"2,799.22","2,799.22","2,799.22","2,799.22",0
May 02 2019,"2,795.06","2,795.06","2,795.06","2,795.06",0
Apr 30 2019,"2,796.84","2,796.84","2,796.84","2,796.84",0
Apr 29 2019,"2,829.88","2,829.88","2,829.88","2,829.88",0
Apr 26 2019,"2,817.31","2,817.31","2,817.31","2,817.31",0
Apr 25 2019,"2,858.13","2,858.13","2,858.13","2,858.13",0
Apr 24 2019,"2,873.63","2,873.63","2,873.63","2,873.63",0
Apr 23 2019,"2,865.60","2,865.60","2,865.60","2,865.60",0
Apr 18 2019,"2,870.12","2,870.12","2,870.12","2,870.12",0
Apr 17 2019,"2,894.85","2,894.85","2,894.85","2,894.85",0
Apr 16 2019,"2,889.19","2,889.19","2,889.19","2,889.19",0
Apr 15 2019,"2,899.41","2,899.41","2,899.41","2,899.41",0
Apr 12 2019,"2,914.79","2,914.79","2,914.79","2,914.79",0
Apr 11 2019,"2,918.81","2,918.81","2,918.81","2,918.81",0
Apr 10 2019,"2,836.16","2,836.16","2,836.16","2,836.16",0
Apr 09 2019,"2,824.54","2,824.54","2,824.54","2,824.54",0
Apr 08 2019,"2,844.64","2,844.64","2,844.64","2,844.64",0
Apr 05 2019,"2,846.85","2,846.85","2,846.85","2,846.85",0
Apr 04 2019,"2,848.05","2,848.05","2,848.05","2,848.05",0
Apr 03 2019,"2,865.70","2,865.70","2,865.70","2,865.70",0
Apr 02 2019,"2,860.56","2,860.56","2,860.56","2,860.56",0
Apr 01 2019,"2,849.59","2,849.59","2,849.59","2,849.59",0
Mar 29 2019,"2,846.35","2,846.35","2,846.35","2,846.35",0
Mar 28 2019,"2,835.47","2,835.47","2,835.47","2,835.47",0
Mar 27 2019,"2,840.86","2,840.86","2,840.86","2,840.86",0
Mar 26 2019,"2,852.15","2,852.15","2,852.15","2,852.15",0
Mar 25 2019,"2,871.90","2,871.90","2,871.90","2,871.90",0
Mar 22 2019,"2,887.17","2,887.17","2,887.17","2,887.17",0
Mar 21 2019,"2,855.63","2,855.63","2,855.63","2,855.63",0
Mar 20 2019,"2,871.95","2,871.95","2,871.95","2,871.95",0
Mar 19 2019,"2,892.44","2,892.44","2,892.44","2,892.44",0
Mar 18 2019,"2,903.80","2,903.80","2,903.80","2,903.80",0
Mar 15 2019,"2,896.04","2,896.04","2,896.04","2,896.04",0
Mar 14 2019,"2,868.81","2,868.81","2,868.81","2,868.81",0
Mar 13 2019,"2,875.98","2,875.98","2,875.98","2,875.98",0
Mar 12 2019,"2,885.93","2,885.93","2,885.93","2,885.93",0
Mar 11 2019,"2,893.18","2,893.18","2,893.18","2,893.18",0
Mar 08 2019,"2,915.54","2,915.54","2,915.54","2,915.54",0
Mar 07 2019,"2,905.50","2,905.50","2,905.50","2,905.50",0
Mar 06 2019,"2,909.74","2,909.74","2,909.74","2,909.74",0
Mar 05 2019,"2,907.39","2,907.39","2,907.39","2,907.39",0
Mar 04 2019,"2,912.70","2,912.70","2,912.70","2,912.70",0
Mar 01 2019,"2,916.19","2,916.19","2,916.19","2,916.19",0
Feb 28 2019,"2,894.20","2,894.20","2,894.20","2,894.20",0
Feb 27 2019,"2,932.40","2,932.40","2,932.40","2,932.40",0
Feb 26 2019,"2,947.31","2,947.31","2,947.31","2,947.31",0
Feb 25 2019,"2,956.87","2,956.87","2,956.87","2,956.87",0
Feb 22 2019,"2,977.02","2,977.02","2,977.02","2,977.02",0
Feb 21 2019,"3,005.16","3,005.16","3,005.16","3,005.16",0
Feb 20 2019,"3,011.41","3,011.41","3,011.41","3,011.41",0
Feb 19 2019,"3,022.93","3,022.93","3,022.93","3,022.93",0
Feb 18 2019,"3,047.35","3,047.35","3,047.35","3,047.35",0
Feb 15 2019,"3,045.40","3,045.40","3,045.40","3,045.40",0
Feb 14 2019,"3,058.29","3,058.29","3,058.29","3,058.29",0
Feb 13 2019,"3,070.33","3,070.33","3,070.33","3,070.33",0
Feb 12 2019,"3,063.96","3,063.96","3,063.96","3,063.96",0
Feb 11 2019,"3,067.91","3,067.91","3,067.91","3,067.91",0
Feb 08 2019,"3,059.98","3,059.98","3,059.98","3,059.98",0
Feb 07 2019,"3,043.12","3,043.12","3,043.12","3,043.12",0
Feb 06 2019,"3,041.21","3,041.21","3,041.21","3,041.21",0
Feb 05 2019,"3,004.88","3,004.88","3,004.88","3,004.88",0
Feb 04 2019,"2,972.79","2,972.79","2,972.79","2,972.79",0
Feb 01 2019,"2,982.73","2,982.73","2,982.73","2,982.73",0
Jan 31 2019,"2,958.36","2,958.36","2,958.36","2,958.36",0
Jan 30 2019,"2,938.78","2,938.78","2,938.78","2,938.78",0
Jan 29 2019,"2,940.67","2,940.67","2,940.67","2,940.67",0
Jan 28 2019,"2,897.10","2,897.10","2,897.10","2,897.10",0
Jan 25 2019,"2,907.66","2,907.66","2,907.66","2,907.66",0
Jan 24 2019,"2,877.54","2,877.54","2,877.54","2,877.54",0
Jan 23 2019,"2,877.31","2,877.31","2,877.31","2,877.31",0
Jan 22 2019,"2,870.73","2,870.73","2,870.73","2,870.73",0
Jan 21 2019,"2,863.75","2,863.75","2,863.75","2,863.75",0
Jan 18 2019,"2,851.77","2,851.77","2,851.77","2,851.77",0
Jan 17 2019,"2,849.81","2,849.81","2,849.81","2,849.81",0
Jan 16 2019,"2,844.25","2,844.25","2,844.25","2,844.25",0
Jan 15 2019,"2,811.94","2,811.94","2,811.94","2,811.94",0
Jan 14 2019,"2,809.16","2,809.16","2,809.16","2,809.16",0
Jan 11 2019,"2,794.43","2,794.43","2,794.43","2,794.43",0
Jan 10 2019,"2,774.83","2,774.83","2,774.83","2,774.83",0
Jan 09 2019,"2,769.78","2,769.78","2,769.78","2,769.78",0
Jan 08 2019,"2,780.65","2,780.65","2,780.65","2,780.65",0
Jan 07 2019,"2,771.13","2,771.13","2,771.13","2,771.13",0
Jan 04 2019,"2,783.88","2,783.88","2,783.88","2,783.88",0
Jan 03 2019,"2,810.15","2,810.15","2,810.15","2,810.15",0
Jan 02 2019,"2,822.78","2,822.78","2,822.78","2,822.78",0
Dec 31 2018,"2,833.84","2,833.84","2,833.84","2,833.84",0
Dec 28 2018,"2,800.95","2,800.95","2,800.95","2,800.95",0
Dec 27 2018,"2,793.28","2,793.28","2,793.28","2,793.28",0
Dec 24 2018,"2,796.72","2,796.72","2,796.72","2,796.72",0
Dec 21 2018,"2,755.00","2,755.00","2,755.00","2,755.00",0
Dec 20 2018,"2,780.16","2,780.16","2,780.16","2,780.16",0
Dec 19 2018,"2,773.24","2,773.24","2,773.24","2,773.24",0
Dec 18 2018,"2,779.25","2,779.25","2,779.25","2,779.25",0
Dec 17 2018,"2,754.30","2,754.30","2,754.30","2,754.30",0
Dec 14 2018,"2,759.18","2,759.18","2,759.18","2,759.18",0
Dec 13 2018,"2,762.34","2,762.34","2,762.34","2,762.34",0
Dec 11 2018,"2,764.28","2,764.28","2,764.28","2,764.28",0
Dec 10 2018,"2,772.19","2,772.19","2,772.19","2,772.19",0
Dec 07 2018,"2,819.00","2,819.00","2,819.00","2,819.00",0
Dec 06 2018,"2,790.91","2,790.91","2,790.91","2,790.91",0
Dec 05 2018,"2,791.52","2,791.52","2,791.52","2,791.52",0
Dec 04 2018,"2,801.40","2,801.40","2,801.40","2,801.40",0
Dec 03 2018,"2,795.91","2,795.91","2,795.91","2,795.91",0
Nov 30 2018,"2,797.44","2,797.44","2,797.44","2,797.44",0
Nov 29 2018,"2,790.30","2,790.30","2,790.30","2,790.30",0
Nov 28 2018,"2,780.56","2,780.56","2,780.56","2,780.56",0
Nov 27 2018,"2,776.86","2,776.86","2,776.86","2,776.86",0
Nov 26 2018,"2,771.23","2,771.23","2,771.23","2,771.23",0
Nov 23 2018,"2,760.84","2,760.84","2,760.84","2,760.84",0
Nov 22 2018,"2,777.96","2,777.96","2,777.96","2,777.96",0
Nov 21 2018,"2,769.16","2,769.16","2,769.16","2,769.16",0
Nov 20 2018,"2,796.02","2,796.02","2,796.02","2,796.02",0
Nov 19 2018,"2,801.72","2,801.72","2,801.72","2,801.72",0
Nov 16 2018,"2,806.58","2,806.58","2,806.58","2,806.58",0
Nov 15 2018,"2,820.07","2,820.07","2,820.07","2,820.07",0
Nov 14 2018,"2,830.69","2,830.69","2,830.69","2,830.69",0
Nov 13 2018,"2,829.65","2,829.65","2,829.65","2,829.65",0
Nov 12 2018,"2,837.34","2,837.34","2,837.34","2,837.34",0
Nov 09 2018,"2,833.29","2,833.29","2,833.29","2,833.29",0
Nov 08 2018,"2,819.78","2,819.78","2,819.78","2,819.78",0
Nov 07 2018,"2,837.42","2,837.42","2,837.42","2,837.42",0
Nov 06 2018,"2,842.00","2,842.00","2,842.00","2,842.00",0
Nov 05 2018,"2,839.35","2,839.35","2,839.35","2,839.35",0
Nov 02 2018,"2,831.10","2,831.10","2,831.10","2,831.10",0
Nov 01 2018,"2,820.28","2,820.28","2,820.28","2,820.28",0
Oct 31 2018,"2,810.32","2,810.32","2,810.32","2,810.32",0
Oct 30 2018,"2,801.22","2,801.22","2,801.22","2,801.22",0
Oct 29 2018,"2,811.87","2,811.87","2,811.87","2,811.87",0
Oct 26 2018,"2,820.55","2,820.55","2,820.55","2,820.55",0
Oct 25 2018,"2,825.41","2,825.41","2,825.41","2,825.41",0
Oct 24 2018,"2,801.14","2,801.14","2,801.14","2,801.14",0
Oct 23 2018,"2,766.25","2,766.25","2,766.25","2,766.25",0
Oct 22 2018,"2,803.01","2,803.01","2,803.01","2,803.01",0
Oct 19 2018,"2,807.12","2,807.12","2,807.12","2,807.12",0
Oct 18 2018,"2,776.59","2,776.59","2,776.59","2,776.59",0
Oct 17 2018,"2,754.91","2,754.91","2,754.91","2,754.91",0
Oct 16 2018,"2,749.34","2,749.34","2,749.34","2,749.34",0
Oct 15 2018,"2,782.97","2,782.97","2,782.97","2,782.97",0
Oct 12 2018,"2,807.03","2,807.03","2,807.03","2,807.03",0
Oct 11 2018,"2,825.11","2,825.11","2,825.11","2,825.11",0
Oct 09 2018,"2,842.26","2,842.26","2,842.26","2,842.26",0
Oct 08 2018,"2,866.06","2,866.06","2,866.06","2,866.06",0
Oct 05 2018,"2,864.99","2,864.99","2,864.99","2,864.99",0
Oct 04 2018,"2,876.85","2,876.85","2,876.85","2,876.85",0
Oct 03 2018,"2,861.39","2,861.39","2,861.39","2,861.39",0
Oct 02 2018,"2,854.32","2,854.32","2,854.32","2,854.32",0
Oct 01 2018,"2,883.98","2,883.98","2,883.98","2,883.98",0
Sep 28 2018,"2,875.51","2,875.51","2,875.51","2,875.51",0
Sep 27 2018,"2,891.40","2,891.40","2,891.40","2,891.40",0
Sep 26 2018,"2,889.24","2,889.24","2,889.24","2,889.24",0
Sep 25 2018,"2,873.03","2,873.03","2,873.03","2,873.03",0
Sep 24 2018,"2,873.04","2,873.04","2,873.04","2,873.04",0
Sep 21 2018,"2,832.48","2,832.48","2,832.48","2,832.48",0
Sep 20 2018,"2,858.46","2,858.46","2,858.46","2,858.46",0
Sep 19 2018,"2,929.51","2,929.51","2,929.51","2,929.51",0
Sep 18 2018,"2,962.01","2,962.01","2,962.01","2,962.01",0
Sep 17 2018,"2,969.69","2,969.69","2,969.69","2,969.69",0
Sep 14 2018,"2,993.38","2,993.38","2,993.38","2,993.38",0
Sep 13 2018,"2,990.02","2,990.02","2,990.02","2,990.02",0
Sep 12 2018,"3,019.94","3,019.94","3,019.94","3,019.94",0
Sep 11 2018,"3,045.35","3,045.35","3,045.35","3,045.35",0
Sep 10 2018,"3,068.58","3,068.58","3,068.58","3,068.58",0
Sep 07 2018,"3,099.84","3,099.84","3,099.84","3,099.84",0
Sep 06 2018,"3,128.76","3,128.76","3,128.76","3,128.76",0
Sep 05 2018,"3,152.17","3,152.17","3,152.17","3,152.17",0
Sep 04 2018,"3,178.93","3,178.93","3,178.93","3,178.93",0
Sep 03 2018,"3,178.24","3,178.24","3,178.24","3,178.24",0
Aug 31 2018,"3,203.40","3,203.40","3,203.40","3,203.40",0
Aug 30 2018,"3,245.16","3,245.16","3,245.16","3,245.16",0
Aug 29 2018,"3,248.78","3,248.78","3,248.78","3,248.78",0
Aug 28 2018,"3,253.09","3,253.09","3,253.09","3,253.09",0
Aug 27 2018,"3,259.37","3,259.37","3,259.37","3,259.37",0
Aug 24 2018,"3,296.26","3,296.26","3,296.26","3,296.26",0
Aug 23 2018,"3,305.29","3,305.29","3,305.29","3,305.29",0
Aug 22 2018,"3,344.94","3,344.94","3,344.94","3,344.94",0
Aug 20 2018,"3,336.69","3,336.69","3,336.69","3,336.69",0
Aug 17 2018,"3,336.06","3,336.06","3,336.06","3,336.06",0
Aug 16 2018,"3,334.67","3,334.67","3,334.67","3,334.67",0
Aug 15 2018,"3,323.88","3,323.88","3,323.88","3,323.88",0
Aug 14 2018,"3,334.57","3,334.57","3,334.57","3,334.57",0
Aug 13 2018,"3,317.35","3,317.35","3,317.35","3,317.35",0
Aug 10 2018,"3,314.92","3,314.92","3,314.92","3,314.92",0
Aug 09 2018,"3,322.44","3,322.44","3,322.44","3,322.44",0
Aug 08 2018,"3,321.06","3,321.06","3,321.06","3,321.06",0
Aug 07 2018,"3,290.04","3,290.04","3,290.04","3,290.04",0
Aug 06 2018,"3,293.08","3,293.08","3,293.08","3,293.08",0
Aug 03 2018,"3,310.15","3,310.15","3,310.15","3,310.15",0
Aug 02 2018,"3,298.63","3,298.63","3,298.63","3,298.63",0
Aug 01 2018,"3,304.84","3,304.84","3,304.84","3,304.84",0
Jul 31 2018,"3,296.68","3,296.68","3,296.68","3,296.68",0
Jul 30 2018,"3,308.75","3,308.75","3,308.75","3,308.75",0
Jul 27 2018,"3,320.44","3,320.44","3,320.44","3,320.44",0
Jul 26 2018,"3,312.10","3,312.10","3,312.10","3,312.10",0
Jul 25 2018,"3,313.81","3,313.81","3,313.81","3,313.81",0
Jul 24 2018,"3,312.83","3,312.83","3,312.83","3,312.83",0
Jul 23 2018,"3,318.72","3,318.72","3,318.72","3,318.72",0
Jul 20 2018,"3,314.60","3,314.60","3,314.60","3,314.60",0
Jul 19 2018,"3,303.22","3,303.22","3,303.22","3,303.22",0
Jul 18 2018,"3,285.27","3,285.27","3,285.27","3,285.27",0
Jul 17 2018,"3,290.40","3,290.40","3,290.40","3,290.40",0
Jul 16 2018,"3,326.78","3,326.78","3,326.78","3,326.78",0
Jul 13 2018,"3,334.21","3,334.21","3,334.21","3,334.21",0
Jul 12 2018,"3,302.17","3,302.17","3,302.17","3,302.17",0
Jul 11 2018,"3,308.67","3,308.67","3,308.67","3,308.67",0
Jul 10 2018,"3,302.30","3,302.30","3,302.30","3,302.30",0
Jul 09 2018,"3,304.50","3,304.50","3,304.50","3,304.50",0
Jul 06 2018,"3,314.43","3,314.43","3,314.43","3,314.43",0
Jul 05 2018,"3,301.70","3,301.70","3,301.70","3,301.70",0
Jul 04 2018,"3,276.27","3,276.27","3,276.27","3,276.27",0
Jul 03 2018,"3,280.46","3,280.46","3,280.46","3,280.46",0
Jul 02 2018,"3,273.98","3,273.98","3,273.98","3,273.98",0
Jun 29 2018,"3,285.73","3,285.73","3,285.73","3,285.73",0
Jun 28 2018,"3,289.31","3,289.31","3,289.31","3,289.31",0
Jun 27 2018,"3,298.14","3,298.14","3,298.14","3,298.14",0
Jun 26 2018,"3,287.76","3,287.76","3,287.76","3,287.76",0
Jun 25 2018,"3,303.54","3,303.54","3,303.54","3,303.54",0
Jun 22 2018,"3,299.90","3,299.90","3,299.90","3,299.90",0
Jun 21 2018,"3,309.43","3,309.43","3,309.43","3,309.43",0
Jun 20 2018,"3,320.35","3,320.35","3,320.35","3,320.35",0
Jun 19 2018,"3,348.05","3,348.05","3,348.05","3,348.05",0
Jun 18 2018,"3,373.55","3,373.55","3,373.55","3,373.55",0
Jun 14 2018,"3,349.66","3,349.66","3,349.66","3,349.66",0
Jun 13 2018,"3,343.76","3,343.76","3,343.76","3,343.76",0
Jun 12 2018,"3,357.28","3,357.28","3,357.28","3,357.28",0
Jun 11 2018,"3,335.85","3,335.85","3,335.85","3,335.85",0
Jun 08 2018,"3,352.85","3,352.85","3,352.85","3,352.85",0
Jun 07 2018,"3,349.77","3,349.77","3,349.77","3,349.77",0
Jun 06 2018,"3,334.20","3,334.20","3,334.20","3,334.20",0
Jun 05 2018,"3,308.88","3,308.88","3,308.88","3,308.88",0
Jun 04 2018,"3,273.22","3,273.22","3,273.22","3,273.22",0
May 31 2018,"3,333.36","3,333.36","3,333.36","3,333.36",0
May 30 2018,"3,353.08","3,353.08","3,353.08","3,353.08",0
May 29 2018,"3,358.68","3,358.68","3,358.68","3,358.68",0
May 28 2018,"3,344.88","3,344.88","3,344.88","3,344.88",0
May 25 2018,"3,364.58","3,364.58","3,364.58","3,364.58",0
May 24 2018,"3,406.89","3,406.89","3,406.89","3,406.89",0
May 23 2018,"3,433.56","3,433.56","3,433.56","3,433.56",0
May 22 2018,"3,445.01","3,445.01","3,445.01","3,445.01",0
May 21 2018,"3,477.08","3,477.08","3,477.08","3,477.08",0
May 18 2018,"3,494.17","3,494.17","3,494.17","3,494.17",0
May 17 2018,"3,519.78","3,519.78","3,519.78","3,519.78",0
May 16 2018,"3,533.07","3,533.07","3,533.07","3,533.07",0
May 15 2018,"3,560.73","3,560.73","3,560.73","3,560.73",0
May 14 2018,"3,582.36","3,582.36","3,582.36","3,582.36",0
May 11 2018,"3,602.33","3,602.33","3,602.33","3,602.33",0
May 10 2018,"3,635.76","3,635.76","3,635.76","3,635.76",0
May 09 2018,"3,665.63","3,665.63","3,665.63","3,665.63",0
May 08 2018,"3,658.91","3,658.91","3,658.91","3,658.91",0
May 07 2018,"3,671.28","3,671.28","3,671.28","3,671.28",0
May 04 2018,"3,699.78","3,699.78","3,699.78","3,699.78",0
May 03 2018,"3,662.98","3,662.98","3,662.98","3,662.98",0
May 02 2018,"3,689.59","3,689.59","3,689.59","3,689.59",0
Apr 30 2018,"3,735.06","3,735.06","3,735.06","3,735.06",0
Apr 27 2018,"3,723.30","3,723.30","3,723.30","3,723.30",0
Apr 26 2018,"3,705.36","3,705.36","3,705.36","3,705.36",0
Apr 25 2018,"3,694.74","3,694.74","3,694.74","3,694.74",0
Apr 24 2018,"3,697.28","3,697.28","3,697.28","3,697.28",0
Apr 23 2018,"3,716.36","3,716.36","3,716.36","3,716.36",0
Apr 20 2018,"3,710.32","3,710.32","3,710.32","3,710.32",0
Apr 19 2018,"3,727.69","3,727.69","3,727.69","3,727.69",0
Apr 18 2018,"3,745.01","3,745.01","3,745.01","3,745.01",0
Apr 17 2018,"3,770.92","3,770.92","3,770.92","3,770.92",0
Apr 16 2018,"3,801.65","3,801.65","3,801.65","3,801.65",0
Apr 13 2018,"3,805.23","3,805.23","3,805.23","3,805.23",0
Apr 12 2018,"3,820.26","3,820.26","3,820.26","3,820.26",0
Apr 11 2018,"3,830.94","3,830.94","3,830.94","3,830.94",0
Apr 10 2018,"3,817.04","3,817.04","3,817.04","3,817.04",0
Apr 09 2018,"3,809.86","3,809.86","3,809.86","3,809.86",0
Apr 06 2018,"3,820.81","3,820.81","3,820.81","3,820.81",0
Apr 05 2018,"3,836.49","3,836.49","3,836.49","3,836.49",0
Apr 04 2018,"3,820.84","3,820.84","3,820.84","3,820.84",0
Apr 03 2018,"3,832.12","3,832.12","3,832.12","3,832.12",0
Mar 29 2018,"3,845.34","3,845.34","3,845.34","3,845.34",0
Mar 28 2018,"3,816.56","3,816.56","3,816.56","3,816.56",0
Mar 27 2018,"3,822.12","3,822.12","3,822.12","3,822.12",0
Mar 26 2018,"3,831.16","3,831.16","3,831.16","3,831.16",0
Mar 23 2018,"3,847.18","3,847.18","3,847.18","3,847.18",0
Mar 22 2018,"3,851.37","3,851.37","3,851.37","3,851.37",0
Mar 21 2018,"3,862.27","3,862.27","3,862.27","3,862.27",0
Mar 20 2018,"3,850.56","3,850.56","3,850.56","3,850.56",0
Mar 19 2018,"3,840.08","3,840.08","3,840.08","3,840.08",0
Mar 16 2018,"3,801.79","3,801.79","3,801.79","3,801.79",0
Mar 15 2018,"3,767.23","3,767.23","3,767.23","3,767.23",0
Mar 14 2018,"3,760.87","3,760.87","3,760.87","3,760.87",0
Mar 13 2018,"3,745.16","3,745.16","3,745.16","3,745.16",0
Mar 12 2018,"3,725.44","3,725.44","3,725.44","3,725.44",0
Mar 09 2018,"3,720.21","3,720.21","3,720.21","3,720.21",0
Mar 08 2018,"3,719.86","3,719.86","3,719.86","3,719.86",0
Mar 07 2018,"3,740.97","3,740.97","3,740.97","3,740.97",0
Mar 06 2018,"3,735.95","3,735.95","3,735.95","3,735.95",0
Mar 05 2018,"3,726.74","3,726.74","3,726.74","3,726.74",0
Mar 02 2018,"3,755.95","3,755.95","3,755.95","3,755.95",0
Mar 01 2018,"3,774.04","3,774.04","3,774.04","3,774.04",0
Feb 28 2018,"3,750.75","3,750.75","3,750.75","3,750.75",0
Feb 27 2018,"3,735.00","3,735.00","3,735.00","3,735.00",0
Feb 26 2018,"3,704.02","3,704.02","3,704.02","3,704.02",0
Feb 23 2018,"3,710.97","3,710.97","3,710.97","3,710.97",0
Feb 22 2018,"3,719.91","3,719.91","3,719.91","3,719.91",0
Feb 21 2018,"3,730.24","3,730.24","3,730.24","3,730.24",0
Feb 20 2018,"3,727.33","3,727.33","3,727.33","3,727.33",0
Feb 19 2018,"3,719.47","3,719.47","3,719.47","3,719.47",0
Feb 16 2018,"3,713.25","3,713.25","3,713.25","3,713.25",0
Feb 15 2018,"3,703.28","3,703.28","3,703.28","3,703.28",0
Feb 14 2018,"3,707.29","3,707.29","3,707.29","3,707.29",0
Feb 13 2018,"3,727.65","3,727.65","3,727.65","3,727.65",0
Feb 12 2018,"3,729.32","3,729.32","3,729.32","3,729.32",0
Feb 09 2018,"3,741.02","3,741.02","3,741.02","3,741.02",0
Feb 08 2018,"3,746.18","3,746.18","3,746.18","3,746.18",0
Feb 07 2018,"3,729.34","3,729.34","3,729.34","3,729.34",0
Feb 06 2018,"3,759.95","3,759.95","3,759.95","3,759.95",0
Feb 05 2018,"3,755.77","3,755.77","3,755.77","3,755.77",0
Feb 02 2018,"3,758.18","3,758.18","3,758.18","3,758.18",0
Feb 01 2018,"3,752.48","3,752.48","3,752.48","3,752.48",0
Jan 31 2018,"3,737.27","3,737.27","3,737.27","3,737.27",0
Jan 30 2018,"3,727.73","3,727.73","3,727.73","3,727.73",0
Jan 29 2018,"3,739.69","3,739.69","3,739.69","3,739.69",0
Jan 26 2018,"3,728.15","3,728.15","3,728.15","3,728.15",0
Jan 25 2018,"3,710.16","3,710.16","3,710.16","3,710.16",0
Jan 24 2018,"3,713.19","3,713.19","3,713.19","3,713.19",0
Jan 23 2018,"3,745.01","3,745.01","3,745.01","3,745.01",0
Jan 22 2018,"3,741.80","3,741.80","3,741.80","3,741.80",0
Jan 19 2018,"3,737.17","3,737.17","3,737.17","3,737.17",0
Jan 18 2018,"3,705.97","3,705.97","3,705.97","3,705.97",0
Jan 17 2018,"3,698.18","3,698.18","3,698.18","3,698.18",0
Jan 16 2018,"3,711.23","3,711.23","3,711.23","3,711.23",0
Jan 15 2018,"3,703.76","3,703.76","3,703.76","3,703.76",0
Jan 12 2018,"3,708.75","3,708.75","3,708.75","3,708.75",0
Jan 11 2018,"3,719.77","3,719.77","3,719.77","3,719.77",0
Jan 10 2018,"3,721.07","3,721.07","3,721.07","3,721.07",0
Jan 09 2018,"3,728.51","3,728.51","3,728.51","3,728.51",0
Jan 08 2018,"3,707.66","3,707.66","3,707.66","3,707.66",0
Jan 05 2018,"3,713.41","3,713.41","3,713.41","3,713.41",0
Jan 04 2018,"3,701.57","3,701.57","3,701.57","3,701.57",0
Jan 03 2018,"3,676.48","3,676.48","3,676.48","3,676.48",0
Jan 02 2018,"3,704.51","3,704.51","3,704.51","3,704.51",0
Dec 29 2017,"3,711.94","3,711.94","3,711.94","3,711.94",0
Dec 28 2017,"3,711.64","3,711.64","3,711.64","3,711.64",0
Dec 27 2017,"3,714.15","3,714.15","3,714.15","3,714.15",0
Dec 22 2017,"3,719.38","3,719.38","3,719.38","3,719.38",0
Dec 21 2017,"3,695.41","3,695.41","3,695.41","3,695.41",0
Dec 20 2017,"3,696.15","3,696.15","3,696.15","3,696.15",0
Dec 19 2017,"3,696.13","3,696.13","3,696.13","3,696.13",0
Dec 18 2017,"3,690.50","3,690.50","3,690.50","3,690.50",0
Dec 15 2017,"3,707.76","3,707.76","3,707.76","3,707.76",0
Dec 14 2017,"3,706.37","3,706.37","3,706.37","3,706.37",0
Dec 13 2017,"3,710.83","3,710.83","3,710.83","3,710.83",0
Dec 11 2017,"3,731.79","3,731.79","3,731.79","3,731.79",0
Dec 08 2017,"3,750.53","3,750.53","3,750.53","3,750.53",0
Dec 07 2017,"3,752.17","3,752.17","3,752.17","3,752.17",0
Dec 06 2017,"3,751.10","3,751.10","3,751.10","3,751.10",0
Dec 05 2017,"3,769.34","3,769.34","3,769.34","3,769.34",0
